SKILLCOSTS: 1 0  => 0x0
SKILLCREATE: "Urlan Block" "Innate" "Defend"  => 0xda0
SKILLCREATE: "Urlan BearForm III" "Support" "One Time"  => 0xda1
SKILLCREATE: "Urlan BearForm II" "Support" "One Time"  => 0xda2
SKILLCREATE: "Urlan BearForm I" "Support" "One Time"  => 0xda3
SKILLCREATE: "Urlan Attack" "Attack" "Standard"  => 0xda4
SKILLCREATE: "Urlan AirAffinity IV" "Attack" "Standard"  => 0xda5
SKILLCREATE: "Urlan AirAffinity III" "Attack" "Standard"  => 0xda6
SKILLCREATE: "Urlan AirAffinity II" "Attack" "Standard"  => 0xda7
SKILLCREATE: "Urlan AirAffinity I" "Attack" "Standard"  => 0xda8
SKILLCREATE: "UndeadMelee TargetHead" "Attack" "Standard"  => 0xda9
SKILLCREATE: "UndeadMelee SicklyMarrow" "Innate" "Death Effect"  => 0xdaa
SKILLCREATE: "UndeadMelee Shield" "Innate" "Defend"  => 0xdab
SKILLCREATE: "UndeadMelee ShatterSelf" "Attack" "Standard"  => 0xdac
SKILLCREATE: "UndeadMelee ScaredStiff" "Support" "One Time"  => 0xdad
SKILLCREATE: "UndeadMelee ScareAttack" "Attack" "Standard"  => 0xdae
SKILLCREATE: "UndeadMelee RottingTouch" "Attack" "Standard"  => 0xdaf
SKILLCREATE: "UndeadMelee RotHelmet" "Attack" "Standard"  => 0xdb0
SKILLCREATE: "UndeadMelee RiposteSub" "Attack" "Standard"  => 0xdb1
SKILLCREATE: "UndeadMelee Riposte" "Innate" "Miss Return"  => 0xdb2
SKILLCREATE: "UndeadMelee KnitBones" "Innate" "Status"  => 0xdb3
SKILLCREATE: "UndeadMelee HeavyStrike" "Attack" "Standard"  => 0xdb4
SKILLCREATE: "UndeadMelee GraveRot" "Innate" "Crit Cause"  => 0xdb5
SKILLCREATE: "UndeadMelee GraveLaughter" "Support" "Ongoing"  => 0xdb6
SKILLCREATE: "UndeadMelee FleshlessTarget" "Innate" "Status"  => 0xdb7
SKILLCREATE: "UndeadMelee FearOfDeath" "Attack" "Standard"  => 0xdb8
SKILLCREATE: "UndeadMelee Defend II" "Support" "Ongoing"  => 0xdb9
SKILLCREATE: "UndeadMelee Defend I" "Support" "Ongoing"  => 0xdba
SKILLCREATE: "UndeadMelee DarkAffinity III" "Attack" "Standard"  => 0xdbb
SKILLCREATE: "UndeadMelee DarkAffinity II" "Attack" "Standard"  => 0xdbc
SKILLCREATE: "UndeadMelee DarkAffinity I" "Attack" "Standard"  => 0xdbd
SKILLCREATE: "UndeadMelee ComboChain IV" "Secondary" "Combo"  => 0xdbe
SKILLCREATE: "UndeadMelee ComboChain III" "Secondary" "Combo"  => 0xdbf
SKILLCREATE: "UndeadMelee ComboChain II" "Secondary" "Combo"  => 0xdc0
SKILLCREATE: "UndeadMelee ComboChain I" "Secondary" "Combo"  => 0xdc1
SKILLCREATE: "UndeadMelee Combo IV" "Attack" "Standard"  => 0xdc2
SKILLCREATE: "UndeadMelee Combo III" "Attack" "Standard"  => 0xdc3
SKILLCREATE: "UndeadMelee Combo II" "Attack" "Standard"  => 0xdc4
SKILLCREATE: "UndeadMelee Combo I" "Attack" "Standard"  => 0xdc5
SKILLCREATE: "UndeadMelee Block" "Innate" "Defend"  => 0xdc6
SKILLCREATE: "UndeadMelee Attack" "Attack" "Standard"  => 0xdc7
SKILLCREATE: "UndeadMelee Afterlife" "Innate" "Status"  => 0xdc8
SKILLCREATE: "UndeadMelee AfterLifeAmendment" "Innate" "Status"  => 0xdc9
SKILLCREATE: "UndeadCaster Tornado" "Support" "One Time"  => 0xdca
SKILLCREATE: "UndeadCaster Teleport" "Support" "One Time"  => 0xdcb
SKILLCREATE: "UndeadCaster SummonSkeleton" "Support" "One Time"  => 0xdcc
SKILLCREATE: "UndeadCaster SummonSkeleton III" "Support" "One Time"  => 0xdcd
SKILLCREATE: "UndeadCaster SummonSkeleton II" "Support" "One Time"  => 0xdce
SKILLCREATE: "UndeadCaster SplinteringBones" "Attack" "Standard"  => 0xdcf
SKILLCREATE: "UndeadCaster SicklyMarrow" "Innate" "Death Effect"  => 0xdd0
SKILLCREATE: "UndeadCaster RottingTouch" "Attack" "Standard"  => 0xdd1
SKILLCREATE: "UndeadCaster KnitBones" "Innate" "Status"  => 0xdd2
SKILLCREATE: "UndeadCaster GrimReaper" "Support" "One Time"  => 0xdd3
SKILLCREATE: "UndeadCaster FleshlessTarget" "Innate" "Status"  => 0xdd4
SKILLCREATE: "UndeadCaster Firestorm II" "Attack" "Standard"  => 0xdd5
SKILLCREATE: "UndeadCaster Firestorm I" "Attack" "Standard"  => 0xdd6
SKILLCREATE: "UndeadCaster Defend I" "Support" "Ongoing"  => 0xdd7
SKILLCREATE: "UndeadCaster DarkResistance" "Innate" "Status"  => 0xdd8
SKILLCREATE: "UndeadCaster DarkAffinity III" "Attack" "Standard"  => 0xdd9
SKILLCREATE: "UndeadCaster DarkAffinity II" "Attack" "Standard"  => 0xdda
SKILLCREATE: "UndeadCaster DarkAffinity I" "Attack" "Standard"  => 0xddb
SKILLCREATE: "UndeadCaster CovetLife" "Attack" "Standard"  => 0xddc
SKILLCREATE: "UndeadCaster ComboChain IV" "Secondary" "Combo"  => 0xddd
SKILLCREATE: "UndeadCaster ComboChain III" "Secondary" "Combo"  => 0xdde
SKILLCREATE: "UndeadCaster ComboChain II" "Secondary" "Combo"  => 0xddf
SKILLCREATE: "UndeadCaster ComboChain I" "Secondary" "Combo"  => 0xde0
SKILLCREATE: "UndeadCaster Combo IV" "Attack" "Standard"  => 0xde1
SKILLCREATE: "UndeadCaster Combo III" "Attack" "Standard"  => 0xde2
SKILLCREATE: "UndeadCaster Combo II" "Attack" "Standard"  => 0xde3
SKILLCREATE: "UndeadCaster Combo I" "Attack" "Standard"  => 0xde4
SKILLCREATE: "UndeadCaster Block" "Innate" "Defend"  => 0xde5
SKILLCREATE: "UndeadCaster Attack" "Attack" "Standard"  => 0xde6
SKILLCREATE: "UndeadCaster Attack II" "Attack" "Standard"  => 0xde7
SKILLCREATE: "UndeadCaster AffNoGrow" "Innate" "Status"  => 0xde8
SKILLCREATE: "UndeadCaster AffLeachSub" "Attack" "Standard"  => 0xde9
SKILLCREATE: "UndeadCaster AffLeach" "Attack" "Standard"  => 0xdea
SKILLCREATE: "Summoner WaterAffinity IV" "Attack" "Standard"  => 0xdeb
SKILLCREATE: "Summoner WaterAffinity III" "Attack" "Standard"  => 0xdec
SKILLCREATE: "Summoner WaterAffinity II" "Attack" "Standard"  => 0xded
SKILLCREATE: "Summoner WaterAffinity I" "Attack" "Standard"  => 0xdee
SKILLCREATE: "Summoner Turtle II" "Support" "Ongoing"  => 0xdef
SKILLCREATE: "Summoner Turtle I" "Support" "Ongoing"  => 0xdf0
SKILLCREATE: "Summoner Tornado" "Support" "One Time"  => 0xdf1
SKILLCREATE: "Summoner SummonWaterBeast" "Support" "One Time"  => 0xdf2
SKILLCREATE: "Summoner SummonTaintedWaterBeast" "Support" "One Time"  => 0xdf3
SKILLCREATE: "Summoner SummonTaintedFireBeast" "Support" "One Time"  => 0xdf4
SKILLCREATE: "Summoner SummonTaintedEarthBeast" "Support" "One Time"  => 0xdf5
SKILLCREATE: "Summoner SummonTaintedAirBeast" "Support" "One Time"  => 0xdf6
SKILLCREATE: "Summoner SummonSkeleton II" "Support" "One Time"  => 0xdf7
SKILLCREATE: "Summoner SummonSkeleton I" "Support" "One Time"  => 0xdf8
SKILLCREATE: "Summoner SummonLich II" "Support" "One Time"  => 0xdf9
SKILLCREATE: "Summoner SummonLich I" "Support" "One Time"  => 0xdfa
SKILLCREATE: "Summoner SummonFireBeast" "Support" "One Time"  => 0xdfb
SKILLCREATE: "Summoner SummonEarthBeast" "Support" "One Time"  => 0xdfc
SKILLCREATE: "Summoner SummonAirBeast" "Support" "One Time"  => 0xdfd
SKILLCREATE: "Summoner SummonAffinityPower" "Support" "One Time"  => 0xdfe
SKILLCREATE: "Summoner Incapacitate" "Support" "One Time"  => 0xdff
SKILLCREATE: "Summoner FireAffinity IV" "Attack" "Standard"  => 0xe00
SKILLCREATE: "Summoner FireAffinity III" "Attack" "Standard"  => 0xe01
SKILLCREATE: "Summoner FireAffinity II" "Attack" "Standard"  => 0xe02
SKILLCREATE: "Summoner FireAffinity I" "Attack" "Standard"  => 0xe03
SKILLCREATE: "Summoner Evade" "Innate" "Defend"  => 0xe04
SKILLCREATE: "Summoner EarthAffinity IV" "Attack" "Standard"  => 0xe05
SKILLCREATE: "Summoner EarthAffinity III" "Attack" "Standard"  => 0xe06
SKILLCREATE: "Summoner EarthAffinity II" "Attack" "Standard"  => 0xe07
SKILLCREATE: "Summoner EarthAffinity I" "Attack" "Standard"  => 0xe08
SKILLCREATE: "Summoner Combochain II" "Secondary" "Combo"  => 0xe09
SKILLCREATE: "Summoner ComboChain IV" "Secondary" "Combo"  => 0xe0a
SKILLCREATE: "Summoner ComboChain III" "Secondary" "Combo"  => 0xe0b
SKILLCREATE: "Summoner ComboChain I" "Secondary" "Combo"  => 0xe0c
SKILLCREATE: "Summoner Combo IV" "Attack" "Standard"  => 0xe0d
SKILLCREATE: "Summoner Combo III" "Attack" "Standard"  => 0xe0e
SKILLCREATE: "Summoner Combo II" "Attack" "Standard"  => 0xe0f
SKILLCREATE: "Summoner Combo I" "Attack" "Standard"  => 0xe10
SKILLCREATE: "Summoner Attack" "Attack" "Standard"  => 0xe11
SKILLCREATE: "Summoner Attack II" "Attack" "Standard"  => 0xe12
SKILLCREATE: "Summoner AirAffinity IV" "Attack" "Standard"  => 0xe13
SKILLCREATE: "Summoner AirAffinity III" "Attack" "Standard"  => 0xe14
SKILLCREATE: "Summoner AirAffinity II" "Attack" "Standard"  => 0xe15
SKILLCREATE: "Summoner AirAffinity I" "Attack" "Standard"  => 0xe16
SKILLCREATE: "Summoner AffNoGrow" "Innate" "Status"  => 0xe17
SKILLCREATE: "Secutor WiseguySub" "Support" "One Time"  => 0xe18
SKILLCREATE: "Secutor Wiseguy" "Innate" "Miss Return"  => 0xe19
SKILLCREATE: "Secutor WaterAffinity IV" "Attack" "Standard"  => 0xe1a
SKILLCREATE: "Secutor WaterAffinity III" "Attack" "Standard"  => 0xe1b
SKILLCREATE: "Secutor WaterAffinity II" "Attack" "Standard"  => 0xe1c
SKILLCREATE: "Secutor WaterAffinity I" "Attack" "Standard"  => 0xe1d
SKILLCREATE: "Secutor Turtle I" "Support" "Ongoing"  => 0xe1e
SKILLCREATE: "Secutor Trip" "Attack" "Standard"  => 0xe1f
SKILLCREATE: "Secutor TargetHead" "Attack" "Standard"  => 0xe20
SKILLCREATE: "Secutor Smartass" "Innate" "Miss Return"  => 0xe21
SKILLCREATE: "Secutor SmartAssSub" "Support" "One Time"  => 0xe22
SKILLCREATE: "Secutor Slice" "Attack" "Standard"  => 0xe23
SKILLCREATE: "Secutor ShieldBypass" "Attack" "Standard"  => 0xe24
SKILLCREATE: "Secutor Shield" "Innate" "Defend"  => 0xe25
SKILLCREATE: "Secutor SandToss" "Support" "One Time"  => 0xe26
SKILLCREATE: "Secutor Run II" "Attack" "Standard"  => 0xe27
SKILLCREATE: "Secutor Run I" "Attack" "Standard"  => 0xe28
SKILLCREATE: "Secutor RemoveShield" "Attack" "Standard"  => 0xe29
SKILLCREATE: "Secutor OffBalance" "Innate" "Miss Return"  => 0xe2a
SKILLCREATE: "Secutor FireAffinity IV" "Attack" "Standard"  => 0xe2b
SKILLCREATE: "Secutor FireAffinity III" "Attack" "Standard"  => 0xe2c
SKILLCREATE: "Secutor FireAffinity II" "Attack" "Standard"  => 0xe2d
SKILLCREATE: "Secutor FireAffinity I" "Attack" "Standard"  => 0xe2e
SKILLCREATE: "Secutor Evade" "Innate" "Defend"  => 0xe2f
SKILLCREATE: "Secutor Evade III" "Innate" "Status"  => 0xe30
SKILLCREATE: "Secutor Evade II" "Innate" "Status"  => 0xe31
SKILLCREATE: "Secutor EarthAffinity IV" "Attack" "Standard"  => 0xe32
SKILLCREATE: "Secutor EarthAffinity III" "Attack" "Standard"  => 0xe33
SKILLCREATE: "Secutor EarthAffinity II" "Attack" "Standard"  => 0xe34
SKILLCREATE: "Secutor EarthAffinity I" "Attack" "Standard"  => 0xe35
SKILLCREATE: "Secutor ComboChain IV" "Secondary" "Combo"  => 0xe36
SKILLCREATE: "Secutor ComboChain III" "Secondary" "Combo"  => 0xe37
SKILLCREATE: "Secutor ComboChain II" "Secondary" "Combo"  => 0xe38
SKILLCREATE: "Secutor ComboChain I" "Secondary" "Combo"  => 0xe39
SKILLCREATE: "Secutor Combo IV" "Attack" "Standard"  => 0xe3a
SKILLCREATE: "Secutor Combo III" "Attack" "Standard"  => 0xe3b
SKILLCREATE: "Secutor Combo II" "Attack" "Standard"  => 0xe3c
SKILLCREATE: "Secutor Combo I" "Attack" "Standard"  => 0xe3d
SKILLCREATE: "Secutor BackStab" "Innate" "Status"  => 0xe3e
SKILLCREATE: "Secutor BackAttack" "Attack" "Surprise"  => 0xe3f
SKILLCREATE: "Secutor AttackSpear" "Attack" "Standard"  => 0xe40
SKILLCREATE: "Secutor Attack" "Attack" "Standard"  => 0xe41
SKILLCREATE: "Secutor AirAffinity IV" "Attack" "Standard"  => 0xe42
SKILLCREATE: "Secutor AirAffinity III" "Attack" "Standard"  => 0xe43
SKILLCREATE: "Secutor AirAffinity II" "Attack" "Standard"  => 0xe44
SKILLCREATE: "Secutor AirAffinity I" "Attack" "Standard"  => 0xe45
SKILLCREATE: "Scorpion WeatheredChitin" "Innate" "Status"  => 0xe46
SKILLCREATE: "Scorpion WaterAffinity IV" "Attack" "Standard"  => 0xe47
SKILLCREATE: "Scorpion WaterAffinity III" "Attack" "Standard"  => 0xe48
SKILLCREATE: "Scorpion WaterAffinity II" "Attack" "Standard"  => 0xe49
SKILLCREATE: "Scorpion WaterAffinity I" "Attack" "Standard"  => 0xe4a
SKILLCREATE: "Scorpion TailWhirl" "Attack" "Standard"  => 0xe4b
SKILLCREATE: "Scorpion TailWhip" "Attack" "Standard"  => 0xe4c
SKILLCREATE: "Scorpion ShieldSnip" "Attack" "Standard"  => 0xe4d
SKILLCREATE: "Scorpion Run II" "Attack" "Standard"  => 0xe4e
SKILLCREATE: "Scorpion Run I" "Attack" "Standard"  => 0xe4f
SKILLCREATE: "Scorpion RiposteSub" "Attack" "Standard"  => 0xe50
SKILLCREATE: "Scorpion Riposte" "Innate" "Miss Return"  => 0xe51
SKILLCREATE: "Scorpion PrecisionAttack" "Attack" "Standard"  => 0xe52
SKILLCREATE: "Scorpion PoisonResistance" "Innate" "Status"  => 0xe53
SKILLCREATE: "Scorpion PoisonFlick" "Attack" "Standard"  => 0xe54
SKILLCREATE: "Scorpion PincherAttacks" "Attack" "Standard"  => 0xe55
SKILLCREATE: "Scorpion FireResistance" "Innate" "Status"  => 0xe56
SKILLCREATE: "Scorpion Evade" "Innate" "Defend"  => 0xe57
SKILLCREATE: "Scorpion Evade II" "Innate" "Status"  => 0xe58
SKILLCREATE: "Scorpion Envenom" "Attack" "Standard"  => 0xe59
SKILLCREATE: "Scorpion Defend II" "Support" "Ongoing"  => 0xe5a
SKILLCREATE: "Scorpion Defend I" "Support" "Ongoing"  => 0xe5b
SKILLCREATE: "Scorpion ComboChain IV" "Secondary" "Combo"  => 0xe5c
SKILLCREATE: "Scorpion ComboChain III" "Secondary" "Combo"  => 0xe5d
SKILLCREATE: "Scorpion ComboChain II" "Secondary" "Combo"  => 0xe5e
SKILLCREATE: "Scorpion ComboChain I" "Secondary" "Combo"  => 0xe5f
SKILLCREATE: "Scorpion Combo IV" "Attack" "Standard"  => 0xe60
SKILLCREATE: "Scorpion Combo III" "Attack" "Standard"  => 0xe61
SKILLCREATE: "Scorpion Combo II" "Attack" "Standard"  => 0xe62
SKILLCREATE: "Scorpion Combo I" "Attack" "Standard"  => 0xe63
SKILLCREATE: "Scorpion Awareness" "Innate" "Status"  => 0xe64
SKILLCREATE: "Scorpion Attack" "Attack" "Standard"  => 0xe65
SKILLCREATE: "Scarab WeatheredChitin" "Innate" "Status"  => 0xe66
SKILLCREATE: "Scarab WeatheredChitin II" "Innate" "Status"  => 0xe67
SKILLCREATE: "Scarab Tunnel" "Attack" "Standard"  => 0xe68
SKILLCREATE: "Scarab StinkBug" "Attack" "Standard"  => 0xe69
SKILLCREATE: "Scarab Riposte" "Innate" "Miss Return"  => 0xe6a
SKILLCREATE: "Scarab RIposteSub" "Attack" "Standard"  => 0xe6b
SKILLCREATE: "Scarab PoisonSpittle" "Attack" "Standard"  => 0xe6c
SKILLCREATE: "Scarab MandibleSwipe" "Attack" "Standard"  => 0xe6d
SKILLCREATE: "Scarab HeavyStrike" "Attack" "Standard"  => 0xe6e
SKILLCREATE: "Scarab GasImmunity" "Innate" "Status"  => 0xe6f
SKILLCREATE: "Scarab FireAffinitybonus" "Innate" "Status"  => 0xe70
SKILLCREATE: "Scarab FireAffinity IV" "Attack" "Standard"  => 0xe71
SKILLCREATE: "Scarab FireAffinity III" "Attack" "Standard"  => 0xe72
SKILLCREATE: "Scarab FireAffinity II" "Attack" "Standard"  => 0xe73
SKILLCREATE: "Scarab FireAffinity I" "Attack" "Standard"  => 0xe74
SKILLCREATE: "Scarab FierySpittle" "Attack" "Standard"  => 0xe75
SKILLCREATE: "Scarab Evade" "Innate" "Defend"  => 0xe76
SKILLCREATE: "Scarab Defend II" "Support" "Ongoing"  => 0xe77
SKILLCREATE: "Scarab Defend I" "Support" "Ongoing"  => 0xe78
SKILLCREATE: "Scarab CripplingBlow" "Attack" "Standard"  => 0xe79
SKILLCREATE: "Scarab Contamination" "Attack" "Standard"  => 0xe7a
SKILLCREATE: "Scarab ComboChain IV" "Secondary" "Combo"  => 0xe7b
SKILLCREATE: "Scarab ComboChain III" "Secondary" "Combo"  => 0xe7c
SKILLCREATE: "Scarab ComboChain II" "Secondary" "Combo"  => 0xe7d
SKILLCREATE: "Scarab ComboChain I" "Secondary" "Combo"  => 0xe7e
SKILLCREATE: "Scarab Combo IV" "Attack" "Standard"  => 0xe7f
SKILLCREATE: "Scarab Combo III" "Attack" "Standard"  => 0xe80
SKILLCREATE: "Scarab Combo II" "Attack" "Standard"  => 0xe81
SKILLCREATE: "Scarab Combo I" "Attack" "Standard"  => 0xe82
SKILLCREATE: "Scarab CarapaceRam" "Attack" "Standard"  => 0xe83
SKILLCREATE: "Scarab Burrow" "Support" "One Time"  => 0xe84
SKILLCREATE: "Scarab Attack" "Attack" "Standard"  => 0xe85
SKILLCREATE: "Satyr WiseguySub" "Support" "One Time"  => 0xe86
SKILLCREATE: "Satyr Wiseguy" "Innate" "Miss Return"  => 0xe87
SKILLCREATE: "Satyr WaterAffinity IV" "Attack" "Standard"  => 0xe88
SKILLCREATE: "Satyr WaterAffinity III" "Attack" "Standard"  => 0xe89
SKILLCREATE: "Satyr WaterAffinity II" "Attack" "Standard"  => 0xe8a
SKILLCREATE: "Satyr WaterAffinity I" "Attack" "Standard"  => 0xe8b
SKILLCREATE: "Satyr Turtle II" "Support" "Ongoing"  => 0xe8c
SKILLCREATE: "Satyr Turtle I" "Support" "Ongoing"  => 0xe8d
SKILLCREATE: "Satyr Smartass" "Innate" "Miss Return"  => 0xe8e
SKILLCREATE: "Satyr SmartAssSub" "Support" "One Time"  => 0xe8f
SKILLCREATE: "Satyr Run I" "Attack" "Standard"  => 0xe90
SKILLCREATE: "Satyr MerryJig" "Support" "Ongoing"  => 0xe91
SKILLCREATE: "Satyr JugThrow" "Attack" "Standard"  => 0xe92
SKILLCREATE: "Satyr JugBonk" "Attack" "Standard"  => 0xe93
SKILLCREATE: "Satyr InvigoratingSpirits" "Support" "One Time"  => 0xe94
SKILLCREATE: "Satyr HairOfTheDog" "Support" "One Time"  => 0xe95
SKILLCREATE: "Satyr FlammableBreath" "Attack" "Standard"  => 0xe96
SKILLCREATE: "Satyr FlammableBreath III" "Attack" "Standard"  => 0xe97
SKILLCREATE: "Satyr FlammableBreath II" "Attack" "Standard"  => 0xe98
SKILLCREATE: "Satyr FireAffinity IV" "Attack" "Standard"  => 0xe99
SKILLCREATE: "Satyr FireAffinity III" "Attack" "Standard"  => 0xe9a
SKILLCREATE: "Satyr FireAffinity II" "Attack" "Standard"  => 0xe9b
SKILLCREATE: "Satyr FireAffinity I" "Attack" "Standard"  => 0xe9c
SKILLCREATE: "Satyr Evade" "Innate" "Defend"  => 0xe9d
SKILLCREATE: "Satyr Evade III" "Innate" "Status"  => 0xe9e
SKILLCREATE: "Satyr Evade II" "Innate" "Status"  => 0xe9f
SKILLCREATE: "Satyr EarthAffinity IV" "Attack" "Standard"  => 0xea0
SKILLCREATE: "Satyr EarthAffinity III" "Attack" "Standard"  => 0xea1
SKILLCREATE: "Satyr EarthAffinity II" "Attack" "Standard"  => 0xea2
SKILLCREATE: "Satyr EarthAffinity I" "Attack" "Standard"  => 0xea3
SKILLCREATE: "Satyr CrowdPleaser" "Support" "One Time"  => 0xea4
SKILLCREATE: "Satyr CrowdPleaser II" "Support" "One Time"  => 0xea5
SKILLCREATE: "Satyr ComboChain IV" "Secondary" "Combo"  => 0xea6
SKILLCREATE: "Satyr ComboChain III" "Secondary" "Combo"  => 0xea7
SKILLCREATE: "Satyr ComboChain II" "Secondary" "Combo"  => 0xea8
SKILLCREATE: "Satyr ComboChain I" "Secondary" "Combo"  => 0xea9
SKILLCREATE: "Satyr Combo IV" "Attack" "Standard"  => 0xeaa
SKILLCREATE: "Satyr Combo III" "Attack" "Standard"  => 0xeab
SKILLCREATE: "Satyr Combo II" "Attack" "Standard"  => 0xeac
SKILLCREATE: "Satyr Combo I" "Attack" "Standard"  => 0xead
SKILLCREATE: "Satyr Attack" "Attack" "Standard"  => 0xeae
SKILLCREATE: "Satyr AirAffinity IV" "Attack" "Standard"  => 0xeaf
SKILLCREATE: "Satyr AirAffinity III" "Attack" "Standard"  => 0xeb0
SKILLCREATE: "Satyr AirAffinity II" "Attack" "Standard"  => 0xeb1
SKILLCREATE: "Satyr AirAffinity I" "Attack" "Standard"  => 0xeb2
SKILLCREATE: "Samnite WaterAffinity IV" "Attack" "Standard"  => 0xeb3
SKILLCREATE: "Samnite WaterAffinity III" "Attack" "Standard"  => 0xeb4
SKILLCREATE: "Samnite WaterAffinity II" "Attack" "Standard"  => 0xeb5
SKILLCREATE: "Samnite WaterAffinity I" "Attack" "Standard"  => 0xeb6
SKILLCREATE: "Samnite Turtle I" "Support" "Ongoing"  => 0xeb7
SKILLCREATE: "Samnite SweepingAttack" "Attack" "Standard"  => 0xeb8
SKILLCREATE: "Samnite Squat" "Attack" "Standard"  => 0xeb9
SKILLCREATE: "Samnite Shield" "Innate" "Defend"  => 0xeba
SKILLCREATE: "Samnite Run I" "Attack" "Standard"  => 0xebb
SKILLCREATE: "Samnite Overrun" "Attack" "Standard"  => 0xebc
SKILLCREATE: "Samnite OffBalance" "Innate" "Miss Return"  => 0xebd
SKILLCREATE: "Samnite IndomitableWill" "Innate" "Status"  => 0xebe
SKILLCREATE: "Samnite HeavyStrike" "Attack" "Standard"  => 0xebf
SKILLCREATE: "Samnite ForwardThrust" "Attack" "Standard"  => 0xec0
SKILLCREATE: "Samnite FireAffinity IV" "Attack" "Standard"  => 0xec1
SKILLCREATE: "Samnite FireAffinity III" "Attack" "Standard"  => 0xec2
SKILLCREATE: "Samnite FireAffinity II" "Attack" "Standard"  => 0xec3
SKILLCREATE: "Samnite FireAffinity I" "Attack" "Standard"  => 0xec4
SKILLCREATE: "Samnite EarthAffinity IV" "Attack" "Standard"  => 0xec5
SKILLCREATE: "Samnite EarthAffinity III" "Attack" "Standard"  => 0xec6
SKILLCREATE: "Samnite EarthAffinity II" "Attack" "Standard"  => 0xec7
SKILLCREATE: "Samnite EarthAffinity I" "Attack" "Standard"  => 0xec8
SKILLCREATE: "Samnite Defend I" "Support" "Ongoing"  => 0xec9
SKILLCREATE: "Samnite ComboChain IV" "Secondary" "Combo"  => 0xeca
SKILLCREATE: "Samnite ComboChain III" "Secondary" "Combo"  => 0xecb
SKILLCREATE: "Samnite ComboChain II" "Secondary" "Combo"  => 0xecc
SKILLCREATE: "Samnite ComboChain I" "Secondary" "Combo"  => 0xecd
SKILLCREATE: "Samnite Combo IV" "Attack" "Standard"  => 0xece
SKILLCREATE: "Samnite Combo III" "Attack" "Standard"  => 0xecf
SKILLCREATE: "Samnite Combo II" "Attack" "Standard"  => 0xed0
SKILLCREATE: "Samnite Combo I" "Attack" "Standard"  => 0xed1
SKILLCREATE: "Samnite ClearArea II" "Attack" "Standard"  => 0xed2
SKILLCREATE: "Samnite ClearArea I" "Support" "One Time"  => 0xed3
SKILLCREATE: "Samnite Bulldoze II" "Attack" "Standard"  => 0xed4
SKILLCREATE: "Samnite Bulldoze I" "Support" "One Time"  => 0xed5
SKILLCREATE: "Samnite Block" "Innate" "Defend"  => 0xed6
SKILLCREATE: "Samnite Block II" "Innate" "Status"  => 0xed7
SKILLCREATE: "Samnite Blindspot" "Attack" "Standard"  => 0xed8
SKILLCREATE: "Samnite Attack" "Attack" "Standard"  => 0xed9
SKILLCREATE: "Samnite AirAffinity IV" "Attack" "Standard"  => 0xeda
SKILLCREATE: "Samnite AirAffinity III" "Attack" "Standard"  => 0xedb
SKILLCREATE: "Samnite AirAffinity II" "Attack" "Standard"  => 0xedc
SKILLCREATE: "Samnite AirAffinity I" "Attack" "Standard"  => 0xedd
SKILLCREATE: "Prop Unbreakable" "Innate" "Status"  => 0xede
SKILLCREATE: "Prop SummoningTomb" "Support" "One Time"  => 0xedf
SKILLCREATE: "Prop RandomTeleport" "Support" "One Time"  => 0xee0
SKILLCREATE: "Prop Poison" "Attack" "Standard"  => 0xee1
SKILLCREATE: "Prop KnockBack" "Support" "One Time"  => 0xee2
SKILLCREATE: "Prop Immunities" "Innate" "Status"  => 0xee3
SKILLCREATE: "Prop HealGem" "Secondary" "Effect"  => 0xee4
SKILLCREATE: "Prop Frozen" "Support" "One Time"  => 0xee5
SKILLCREATE: "Prop FireBreath" "Attack" "Standard"  => 0xee6
SKILLCREATE: "Prop Fear" "Attack" "Standard"  => 0xee7
SKILLCREATE: "Prop ExplodingBarrelSub" "Attack" "Standard"  => 0xee8
SKILLCREATE: "Prop ExplodingBarrel" "Innate" "Death Effect"  => 0xee9
SKILLCREATE: "Prop Confusion" "Support" "One Time"  => 0xeea
SKILLCREATE: "Prop Campfire" "Secondary" "Effect"  => 0xeeb
SKILLCREATE: "Prop Blind" "Support" "One Time"  => 0xeec
SKILLCREATE: "Prop Bleeding" "Attack" "Standard"  => 0xeed
SKILLCREATE: "Peltast WaterAffinity IV" "Attack" "Standard"  => 0xeee
SKILLCREATE: "Peltast WaterAffinity III" "Attack" "Standard"  => 0xeef
SKILLCREATE: "Peltast WaterAffinity II" "Attack" "Standard"  => 0xef0
SKILLCREATE: "Peltast WaterAffinity I" "Attack" "Standard"  => 0xef1
SKILLCREATE: "Peltast UnstoppableThrow" "Attack" "Standard"  => 0xef2
SKILLCREATE: "Peltast Turtle I" "Support" "Ongoing"  => 0xef3
SKILLCREATE: "Peltast TargetShield" "Attack" "Standard"  => 0xef4
SKILLCREATE: "Peltast TargetLeg" "Attack" "Standard"  => 0xef5
SKILLCREATE: "Peltast TargetFoot" "Attack" "Standard"  => 0xef6
SKILLCREATE: "Peltast TargetArm" "Attack" "Standard"  => 0xef7
SKILLCREATE: "Peltast Run I" "Attack" "Standard"  => 0xef8
SKILLCREATE: "Peltast PointBlankPowered" "Attack" "Standard"  => 0xef9
SKILLCREATE: "Peltast PointBlankCantMiss" "Attack" "Standard"  => 0xefa
SKILLCREATE: "Peltast IndirectFire" "Attack" "Standard"  => 0xefb
